5694	1739	112	\N	\N	\N	0.00	16610.00	Payment - FARHAT	2025-12-19 13:00:32.564324	\N
5695	1739	24	\N	\N	\N	10000.00	0.00	Payment - CONTINENTAL	2025-12-19 13:00:32.564324	\N
5696	1739	112	\N	\N	\N	0.00	10000.00	Payment - CONTINENTAL	2025-12-19 13:00:32.564324	\N
8932	2646	352	\N	\N	\N	0.00	40.00	Payment - Tax Habitat	2026-01-14 16:01:29.676961	\N
8933	2646	378	\N	\N	\N	11.00	0.00	Payment - Transport	2026-01-14 16:01:29.676961	\N
8934	2646	352	\N	\N	\N	0.00	11.00	Payment - Transport	2026-01-14 16:01:29.676961	\N
305	191	133	\N	\N	\N	38593.50	0.00	PO PO90 - Container MSKU1512305	2025-11-10 10:10:59.909989	\N
306	191	\N	\N	\N	9	0.00	38593.50	PO PO90 - Container MSKU1512305	2025-11-10 10:10:59.911779	\N
329	203	117	\N	\N	\N	3000.00	0.00	Payment - KOLSAV - Kolwezi Savings	2025-11-10 12:56:58.393368	\N
330	203	6	\N	\N	\N	0.00	3000.00	Payment - KOLSAV - Kolwezi Savings	2025-11-10 12:56:58.896648	\N
331	203	116	\N	\N	\N	500.00	0.00	Payment - OFFCHAKOL - Office Charge Kolwezi	2025-11-10 12:56:59.368359	\N
332	203	6	\N	\N	\N	0.00	500.00	Payment - OFFCHAKOL - Office Charge Kolwezi	2025-11-10 12:56:59.838149	\N
333	203	161	\N	\N	\N	1000.00	0.00	Payment - KOLTRUTRI - Kolwezi Truck Trip	2025-11-10 12:57:00.337981	\N
334	203	6	\N	\N	\N	0.00	1000.00	Payment - KOLTRUTRI - Kolwezi Truck Trip	2025-11-10 12:57:00.802009	\N
335	203	163	\N	\N	\N	34.00	0.00	Payment - TRAKOL - Transport Kolwezi	2025-11-10 12:57:01.364784	\N
336	203	6	\N	\N	\N	0.00	34.00	Payment - TRAKOL - Transport Kolwezi	2025-11-10 12:57:01.949739	\N
337	203	97	\N	\N	\N	20000.00	0.00	Payment - SHA - SHAMAS	2025-11-10 12:57:02.490108	\N
338	203	6	\N	\N	\N	0.00	20000.00	Payment - SHA - SHAMAS	2025-11-10 12:57:02.943908	\N
339	203	162	\N	\N	\N	204.00	0.00	Payment - OFFKOL - Offloading Kolwezi	2025-11-10 12:57:03.500037	\N
340	203	6	\N	\N	\N	0.00	204.00	Payment - OFFKOL - Offloading Kolwezi	2025-11-10 12:57:03.985077	\N
7519	2320	381	\N	\N	\N	36658.04	0.00	PO PO-2024-002 - Container TCLU5920524	2026-01-07 09:31:13.396087	\N
343	205	6	\N	\N	\N	3495.00	0.00	Payment - KOLCAS - KOLWEZI CASH	2025-11-10 13:00:37.856139	\N
344	205	159	\N	\N	\N	0.00	3495.00	Payment - KOLCAS - KOLWEZI CASH	2025-11-10 13:00:38.360842	\N
1205	528	133	\N	\N	\N	37220.30	0.00	PO PO-2024-001 - Container HASU4080280	2025-11-18 13:44:06.020487	\N
1206	528	\N	\N	\N	5	0.00	37220.30	PO PO-2024-001 - Container HASU4080280	2025-11-18 13:44:06.02243	\N
7520	2320	383	\N	\N	\N	0.00	36658.04	PO PO-2024-002 - Credit from MALI	2026-01-07 09:31:13.397322	\N
7521	2321	384	\N	\N	\N	36658.04	0.00	MALI PO PO-2024-002 - Container TCLU5920524	2026-01-07 09:31:13.399762	\N
415	227	95	\N	\N	\N	20000.00	0.00	Payment - HASSHA - Hassan Shaban	2025-11-10 20:18:53.650264	\N
416	227	178	\N	\N	\N	0.00	20000.00	Payment - HASSHA - Hassan Shaban	2025-11-10 20:18:54.039444	\N
417	228	178	\N	\N	\N	3835.00	0.00	Journal Entry - KINCRE - Kinshasa Credit	2025-11-10 20:19:32.440364	\N
418	228	\N	\N	\N	12	0.00	3835.00	Journal Entry - SUP012 - EUROPA	2025-11-10 20:19:32.831534	\N
