1764	228	1466	2.000	153.92	307.84	2026-01-08 10:52:00.083888	137
1765	228	524	8.000	67.49	539.92	2026-01-08 10:52:00.083888	137
473	71	1477	5.000	252.88	1264.40	2025-11-26 13:09:59.926646	76
538	74	1477	10.000	252.88	2528.80	2025-11-26 17:06:20.488041	76
539	74	579	10.000	143.01	1430.10	2025-11-26 17:06:20.488041	67
540	74	196	20.000	250.69	5013.80	2025-11-26 17:06:20.488041	76
541	74	227	5.000	0.00	0.00	2025-11-26 17:06:20.488041	76
542	74	1722	2.000	0.00	0.00	2025-11-26 17:06:20.488041	76
543	74	765	1.000	0.00	0.00	2025-11-26 17:06:20.488041	76
544	74	85	17.000	77.49	1317.33	2025-11-26 17:06:20.488041	66
545	74	93	10.000	151.71	1517.10	2025-11-26 17:06:20.488041	78
546	74	96	5.000	179.70	898.50	2025-11-26 17:06:20.488041	78
547	74	102	6.000	99.99	599.94	2025-11-26 17:06:20.488041	78
548	74	103	5.000	59.88	299.40	2025-11-26 17:06:20.488041	78
549	74	105	8.000	87.21	697.68	2025-11-26 17:06:20.488041	78
550	74	107	10.000	74.96	749.60	2025-11-26 17:06:20.488041	78
551	74	109	20.000	83.82	1676.40	2025-11-26 17:06:20.488041	78
552	74	113	15.000	69.69	1045.35	2025-11-26 17:06:20.488041	78
553	74	125	50.000	52.32	2616.00	2025-11-26 17:06:20.488041	78
554	74	130	5.000	84.71	423.55	2025-11-26 17:06:20.488041	78
555	74	1550	3.000	139.69	419.07	2025-11-26 17:06:20.488041	78
556	74	151	10.000	94.03	940.30	2025-11-26 17:06:20.488041	78
557	74	71	140.000	45.07	6309.80	2025-11-26 17:06:20.488041	78
564	78	153	4.000	493.18	1972.72	2025-11-26 17:09:28.733612	70
1766	228	1473	5.000	58.56	292.80	2026-01-08 10:52:00.083888	137
1767	228	625	1.000	233.53	233.53	2026-01-08 10:52:00.083888	137
1768	228	548	1.000	90.79	90.79	2026-01-08 10:52:00.083888	137
1769	228	553	9.000	79.86	718.74	2026-01-08 10:52:00.083888	137
1770	228	558	1.000	78.32	78.32	2026-01-08 10:52:00.083888	137
1771	228	561	4.000	129.42	517.68	2026-01-08 10:52:00.083888	137
1772	228	1489	2.000	121.22	242.44	2026-01-08 10:52:00.083888	137
1773	228	1490	2.000	59.99	119.98	2026-01-08 10:52:00.083888	137
1774	228	630	10.000	50.43	504.30	2026-01-08 10:52:00.083888	137
1775	228	568	7.000	54.92	384.44	2026-01-08 10:52:00.083888	137
1776	228	1495	2.000	225.45	450.90	2026-01-08 10:52:00.083888	137
1777	228	571	3.000	80.25	240.75	2026-01-08 10:52:00.083888	137
586	86	385	20.000	110.88	2217.60	2025-11-28 06:22:01.988976	83
587	86	157	30.000	51.22	1536.60	2025-11-28 06:22:01.988976	85
588	86	220	5.000	257.38	1286.90	2025-11-28 06:22:01.988976	85
589	86	728	5.000	52.51	262.55	2025-11-28 06:22:01.988976	85
590	86	1662	1.000	68.24	68.24	2025-11-28 06:22:01.988976	85
591	86	1663	1.000	47.90	47.90	2025-11-28 06:22:01.988976	85
592	86	1898	2.000	60.27	120.54	2025-11-28 06:22:01.988976	83
593	86	52	4.000	60.53	242.12	2025-11-28 06:22:01.988976	82
594	86	54	4.000	75.11	300.44	2025-11-28 06:22:01.988976	82
